,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
69,256,37.88634951737268,51693,9.884292712988099,"[3, 2, 1, 0, 22, 23, 24, 25, 31, 30, 21, 20, 19, 18, 17, 16, 15, 29, 26, 27, 28, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4]",200,0.5,8192
70,512,37.88634951737268,103149,19.589987509010825,"[3, 2, 1, 0, 22, 23, 24, 25, 31, 30, 21, 20, 19, 18, 17, 16, 15, 29, 26, 27, 28, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4]",200,0.5,8192
71,1024,34.0,206065,38.772197799989954,"[3, 2, 1, 0, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4]",200,0.5,8192
72,2048,34.0,237622,44.93113500598702,"[3, 2, 1, 0, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4]",200,0.5,8192
73,4096,34.0,237622,44.93113500598702,"[3, 2, 1, 0, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4]",200,0.5,8192
74,8192,34.0,237622,44.93113500598702,"[3, 2, 1, 0, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4]",200,0.5,8192
75,0,130.83106057819353,200,0.011294427997199818,"[20, 0, 23, 12, 29, 9, 1, 21, 14, 16, 25, 19, 10, 4, 6, 3, 27, 5, 30, 24, 17, 2, 7, 28, 26, 18, 11, 22, 31, 13, 15, 8]",200,0.6,8192
76,1,93.21324683669685,402,0.057196890003979206,"[3, 2, 1, 22, 23, 24, 10, 21, 27, 9, 28, 20, 29, 13, 5, 19, 30, 17, 18, 16, 14, 15, 31, 4, 6, 8, 7, 0, 12, 11, 25, 26]",200,0.6,8192
77,2,93.21324683669685,603,0.10408999101491645,"[3, 2, 1, 22, 23, 24, 10, 21, 27, 9, 28, 20, 29, 13, 5, 19, 30, 17, 18, 16, 14, 15, 31, 4, 6, 8, 7, 0, 12, 11, 25, 26]",200,0.6,8192
78,4,89.55652931320955,1006,0.18943955900613219,"[3, 2, 1, 22, 23, 24, 10, 31, 0, 19, 20, 13, 14, 9, 25, 5, 4, 26, 27, 18, 16, 15, 7, 8, 28, 29, 17, 21, 12, 11, 30, 6]",200,0.6,8192
79,8,84.6694114855756,1811,0.35758178000105545,"[23, 31, 0, 19, 20, 13, 14, 9, 25, 22, 5, 4, 26, 21, 3, 2, 1, 24, 10, 27, 28, 29, 30, 17, 18, 16, 15, 11, 8, 7, 6, 12]",200,0.6,8192
80,16,76.48716397242951,3423,0.7680447729944717,"[3, 2, 1, 22, 23, 24, 26, 31, 0, 19, 20, 13, 14, 12, 25, 5, 4, 10, 21, 27, 28, 29, 30, 17, 18, 16, 15, 11, 8, 7, 6, 9]",200,0.6,8192
